name,github_slug,main_repo,homepage,language,domains,loc_estimate,fuzzing_engines,sanitizers,fuzz_target_count,has_dockerfile,has_asan,has_coverage,build_system,quality_score,apt_packages,nvd_cve_count,nvd_mean_cvss,nvd_cwes,github_stars
osgi,osgi/osgi,https://github.com/osgi/osgi,https://docs.osgi.org/,jvm,uncategorized,593880,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,124
oss-fuzz-example,AdaLogics/oss-fuzz-example,https://github.com/AdaLogics/oss-fuzz-example,https://github.com/AdaLogics/oss-fuzz-example,c,testing-infra,158,,,2,Yes,No,No,,1,make | autoconf | automake | libtool,0,,,8
ossf-scorecard,ossf/scorecard,https://github.com/ossf/scorecard,https://openssf.org/,go,uncategorized,55639,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,5314
ox-ruby,ohler55/ox,https://github.com/ohler55/ox,https://github.com/ohler55/ox,ruby,language-runtime,12458,libfuzzer,address | undefined,7,Yes,Yes,No,,2,,0,,,910
oxia,oxia-db/oxia,https://github.com/oxia-db/oxia,https://oxia-db.github.io,go,uncategorized,37499,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,311
pako,nodeca/pako,https://github.com/nodeca/pako,https://nodeca.github.io/pako/,javascript,compression,5802,libfuzzer,none,0,Yes,No,No,,1,,0,,,6055
parsimonious,erikrose/parsimonious,https://github.com/erikrose/parsimonious,https://github.com/erikrose/parsimonious,python,uncategorized,2323,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,1908
pasta,google/pasta,https://github.com/google/pasta,https://github.com/google/pasta,python,uncategorized,4069,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,359
pathlib2,jazzband/pathlib2,https://github.com/jazzband/pathlib2,https://github.com/jazzband/pathlib2,python,uncategorized,4299,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,85
pborman-uuid,pborman/uuid,https://github.com/pborman/uuid,https://github.com/pborman/uuid,go,uncategorized,751,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,380
pcapplusplus,seladb/PcapPlusPlus,https://github.com/seladb/PcapPlusPlus,https://github.com/seladb/PcapPlusPlus,c++,uncategorized,98737,afl | libfuzzer,address | memory | undefined,0,Yes,Yes,No,,2,cmake | autoconf | flex | bison,0,,,3068
pdf-js,mozilla/pdf.js,https://github.com/mozilla/pdf.js,https://github.com/mozilla/pdf.js,javascript,document-parsing,197232,libfuzzer,none,0,Yes,No,No,,1,make | autoconf | automake | libtool,0,,,52998
pdfminersix,pdfminer/pdfminer.six,https://github.com/pdfminer/pdfminer.six,https://pdfminersix.readthedocs.io/en/latest/,python,uncategorized,16088,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,6935
pdfplumber,jsvine/pdfplumber,https://github.com/jsvine/pdfplumber.git,https://github.com/jsvine/pdfplumber,python,uncategorized,6042,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,9946
pendulum,sdispater/pendulum,https://github.com/sdispater/pendulum,https://github.com/sdispater/pendulum,python,uncategorized,17276,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,6628
perfetto,,https://android.googlesource.com/platform/external/perfetto/,https://perfetto.dev,c++,uncategorized,,,address | undefined,0,Yes,Yes,No,,2,,0,,,
pffft,,https://bitbucket.org/jpommier/pffft.git,https://bitbucket.org/jpommier/pffft,c++,uncategorized,,libfuzzer | afl | honggfuzz,address | memory | undefined,1,Yes,Yes,No,,2,mercurial,0,,,
phmap,greg7mdp/parallel-hashmap,https://github.com/greg7mdp/parallel-hashmap,https://github.com/greg7mdp/parallel-hashmap,c++,uncategorized,4724,afl | honggfuzz | libfuzzer,,1,Yes,No,No,cmake,1,,0,,,3161
phosphor-host-ipmid,openbmc/phosphor-host-ipmid,https://github.com/openbmc/phosphor-host-ipmid,https://github.com/openbmc/phosphor-host-ipmid,c++,crypto | system,29506,libfuzzer,address,0,Yes,Yes,No,cmake,2,ninja-build | meson | cmake | pkg-config | libsystemd-dev | libpam0g-dev | libboost-all-dev | libssl-dev | python3-pip,0,,,44
pigweed,,https://pigweed.googlesource.com/pigweed/pigweed,https://pigweed.dev/,c++,uncategorized,,afl | centipede | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,,2,git | build-essential | python-is-python3 | python3,0,,,
powsybl-java,powsybl/powsybl-core,https://github.com/powsybl/powsybl-core,https://www.powsybl.org/,jvm,uncategorized,375261,libfuzzer,address,12,Yes,Yes,No,maven/gradle,2,,0,,,160
presidio,microsoft/presidio,https://github.com/microsoft/presidio,https://microsoft.github.io/presidio,python,uncategorized,35320,,address,0,No,Yes,No,,0,,0,,,7291
proj4,OSGeo/PROJ,https://github.com/OSGeo/PROJ,https://proj.org/,c++,uncategorized,211424,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,make | autoconf | automake | libtool | sqlite3 | pkg-config,0,,,1954
promise-polyfill,taylorhakes/promise-polyfill,https://github.com/taylorhakes/promise-polyfill,https://github.com/taylorhakes/promise-polyfill,javascript,uncategorized,704,libfuzzer,none,0,Yes,No,No,,1,,0,,,2157
proto-plus-python,googleapis/proto-plus-python,https://github.com/googleapis/proto-plus-python,https://github.com/googleapis/proto-plus-python,python,uncategorized,1,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,189
protobuf-js,protobufjs/protobuf.js,https://github.com/protobufjs/protobuf.js,https://github.com/protobufjs/protobuf.js,javascript,data-parsing,38829,libfuzzer,none,0,Yes,No,No,,1,,0,,,10513
protoc-gen-validate,bufbuild/protoc-gen-validate,https://github.com/bufbuild/protoc-gen-validate,https://github.com/bufbuild/protoc-gen-validate,go,uncategorized,12006,libfuzzer,address,0,Yes,Yes,No,make,2,protobuf-compiler,0,,,4106
protocompile,bufbuild/protocompile,https://github.com/bufbuild/protocompile,https://github.com/bufbuild/protocompile,go,uncategorized,54296,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,315
proton-bridge,ProtonMail/proton-bridge,https://github.com/ProtonMail/proton-bridge,https://proton.me,go,uncategorized,96007,libfuzzer,address,0,Yes,Yes,No,go,2,software-properties-common | golang-go,0,,,1428
psqlparse,alculquicondor/psqlparse,https://github.com/alculquicondor/psqlparse,https://github.com/alculquicondor/psqlparse,python,uncategorized,952,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,flex | bison | python3-setuptools,0,,,164
psycopg2,psycopg/psycopg2,https://github.com/psycopg/psycopg2,https://github.com/psycopg/psycopg2,python,database,26791,libfuzzer,address,0,Yes,Yes,No,pip,2,libpq-dev | postgresql,0,,,3622
publicsuffix-list,publicsuffix/list,https://github.com/publicsuffix/list,https://github.com/publicsuffix/list,go,uncategorized,6118,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,2737
pugixml,zeux/pugixml,https://github.com/zeux/pugixml,https://github.com/zeux/pugixml,c++,uncategorized,22942,afl | honggfuzz | libfuzzer,,0,Yes,No,No,,1,,0,,,4520
pulldown-cmark,pulldown-cmark/pulldown-cmark,https://github.com/pulldown-cmark/pulldown-cmark.git,https://github.com/pulldown-cmark/pulldown-cmark,rust,uncategorized,21221,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,2504
pulumi,pulumi/pulumi,https://github.com/pulumi/pulumi,https://www.pulumi.com/,go,uncategorized,452760,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,24911
py-serde,rossmacarthur/serde,https://github.com/rossmacarthur/serde,https://github.com/rossmacarthur/serde,python,uncategorized,3659,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,53
pyasn1-modules,pyasn1/pyasn1-modules,https://github.com/pyasn1/pyasn1-modules,https://github.com/pyasn1/pyasn1-modules,python,data-parsing,29762,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,8
pybind11,pybind/pybind11,https://github.com/pybind/pybind11.git,https://pybind11.readthedocs.io/en/stable/,c++,uncategorized,53526,,,0,Yes,No,No,cmake,1,build-essential,0,,,17766
pycparser,eliben/pycparser,https://github.com/eliben/pycparser,https://github.com/eliben/pycparser,python,uncategorized,9401,libfuzzer,address | undefined,1,Yes,Yes,No,,2,,0,,,3525
pycups,OpenPrinting/pycups,https://github.com/OpenPrinting/pycups,https://github.com/OpenPrinting/pycups,python,system,6336,libfuzzer,address | undefined,0,Yes,Yes,No,,2,libcups2-dev | libcupsimage2-dev | pkg-config,0,,,108
pydateutil,dateutil/dateutil,https://github.com/dateutil/dateutil,https://dateutil.readthedocs.io/en/stable/,python,uncategorized,15063,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,2604
pyjson5,dpranke/pyjson5,https://github.com/dpranke/pyjson5,https://github.com/dpranke/pyjson5,python,uncategorized,3137,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,275
pynacl,pyca/pynacl,https://github.com/pyca/pynacl,https://github.com/pyca/pynacl,python,uncategorized,142780,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,libffi-dev | mercurial,0,,,1185
pyodbc,mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,https://github.com/mkleehammer/pyodbc,python,uncategorized,14300,libfuzzer,address | undefined,3,Yes,Yes,No,pip,2,make | autoconf | automake | libtool | unixodbc-dev,0,,,3065
pyparsing,pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,https://github.com/pyparsing/pyparsing,python,uncategorized,21751,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,2465
pyrsistent,tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,https://github.com/tobgu/pyrsistent,python,uncategorized,7507,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,2175
pytables,pytables/pytables,https://github.com/pytables/pytables,https://github.com/pytables/pytables,python,compression,81089,libfuzzer,address,1,Yes,Yes,Yes,make,2,pkg-config | libblosc-dev | libbz2-dev | liblzo2-dev | liblzma-dev | liblz4-dev | libz-dev,0,,,1361
pytest-py,pytest-dev/py,https://github.com/pytest-dev/py,https://github.com/pytest-dev/py,python,uncategorized,10916,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,73
python-email-validator,JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,https://github.com/JoshData/python-email-validator,python,uncategorized,2801,libfuzzer,address | undefined,1,Yes,Yes,No,pip,2,make | autoconf | automake | libtool,0,,,1383
python-fastjsonschema,horejsek/python-fastjsonschema,https://github.com/horejsek/python-fastjsonschema,https://github.com/horejsek/python-fastjsonschema,python,uncategorized,3338,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,488
python-graphviz,xflr6/graphviz,https://github.com/xflr6/graphviz,https://github.com/xflr6/graphviz,python,uncategorized,4252,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,1790
python-hyperlink,python-hyper/hyperlink,https://github.com/python-hyper/hyperlink,https://github.com/python-hyper/hyperlink,python,uncategorized,3840,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,294
python-lz4,lz4/lz4,https://github.com/lz4/lz4,https://github.com/lz4/lz4,python,compression,26455,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,11715
python-markdownify,matthewwithanm/python-markdownify,http://github.com/matthewwithanm/python-markdownify,http://github.com/matthewwithanm/python-markdownify,python,uncategorized,1707,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,2118
python-nameparser,derek73/python-nameparser,https://github.com/derek73/python-nameparser,https://github.com/derek73/python-nameparser,python,uncategorized,3494,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,703
python-nvd3,areski/python-nvd3,https://github.com/areski/python-nvd3,https://github.com/areski/python-nvd3,python,web-runtime,1955,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,666
python-pathspec,cpburnz/python-pathspec,https://github.com/cpburnz/python-pathspec,https://github.com/cpburnz/python-pathspec,python,uncategorized,8170,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,214
python-phonenumbers,daviddrysdale/python-phonenumbers,https://github.com/daviddrysdale/python-phonenumbers.git,https://github.com/daviddrysdale/python-phonenumbers,python,uncategorized,470450,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,make | autoconf | automake | libtool,0,,,3721
python-prompt-toolkit,prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,https://github.com/prompt-toolkit/python-prompt-toolkit,python,uncategorized,31352,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,10334
python-pypdf,py-pdf/pypdf,https://github.com/py-pdf/pypdf.git,https://github.com/py-pdf/pypdf,python,uncategorized,43235,libfuzzer,address,0,Yes,Yes,No,pip,2,,0,,,9883
python-rison,betodealmeida/python-rison,https://github.com/betodealmeida/python-rison,https://github.com/betodealmeida/python-rison,python,uncategorized,365,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,22
python-tabulate,astanin/python-tabulate,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,python,uncategorized,6231,libfuzzer,address | undefined,0,Yes,Yes,No,,2,make | autoconf | automake | libtool,0,,,2531
python3-libraries,python/cpython,https://github.com/python/cpython,https://www.python.org/,c,crypto | compression | database | blockchain,1348077,libfuzzer | honggfuzz,address,10,Yes,Yes,Yes,make,3,build-essential | libncursesw5-dev | libreadline-dev | libssl-dev | libgdbm-dev | libc6-dev | libsqlite3-dev | tk-dev | libbz2-dev | zlib1g-dev | libffi-dev | liblzma-dev | libzstd-dev,0,,,72024
python3-openid,necaris/python3-openid,https://github.com/necaris/python3-openid,https://github.com/necaris/python3-openid,python,uncategorized,19316,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,46
pytz,stub42/pytz,https://github.com/stub42/pytz,https://github.com/stub42/pytz,python,database,16333,libfuzzer,address | undefined,0,Yes,Yes,No,make,2,python3-distutils | libpq-dev | python3-wheel,0,,,386
pyvex,angr/pyvex,https://github.com/angr/pyvex.git,https://api.angr.io/projects/pyvex/en/latest/api.html,python,uncategorized,7434,libfuzzer,address | undefined,0,Yes,Yes,No,,2,python3.9 | python3.9-dev | python3-pip,0,,,375
pyzmq,zeromq/pyzmq,https://github.com/zeromq/pyzmq,https://github.com/zeromq/pyzmq,python,networking,15451,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,libzmq3-dev,0,,,4109
qdox,paul-hammant/qdox,https://github.com/paul-hammant/qdox/,https://github.com/paul-hammant/qdox/,jvm,uncategorized,32229,libfuzzer,address,6,Yes,Yes,No,maven/gradle,2,openjdk-11-jdk,0,,,479
qpid-proton,apache/qpid-proton,https://github.com/apache/qpid-proton.git,https://qpid.apache.org/proton/,c++,uncategorized,123942,afl | honggfuzz | libfuzzer,address | memory | undefined,2,Yes,Yes,No,cmake,2,cmake | python3.9 | python3.9-dev | python3-pip,0,,,240
quantlib,lballabio/QuantLib,https://github.com/lballabio/QuantLib.git,https://www.quantlib.org/,c++,uncategorized,718177,libfuzzer | honggfuzz,address | memory,2,Yes,Yes,No,cmake,2,cmake | ninja-build,0,,,6871
qubes-os,,https://github.com/QubesOS,https://www.qubes-os.org/,c++,uncategorized,,libfuzzer | afl | honggfuzz,address | undefined,0,Yes,Yes,No,make,2,,0,,,
quiche-cloudflare,cloudflare/quiche,https://github.com/cloudflare/quiche,https://docs.quic.tech/quiche/,rust,networking,93458,libfuzzer,address,2,Yes,Yes,No,cargo,2,,0,,,11339
quick-xml,tafia/quick-xml,https://github.com/tafia/quick-xml,https://github.com/tafia/quick-xml,rust,networking,42383,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,1484
radon,radondb/radon,https://github.com/radondb/radon,https://github.com/radondb/radon,go,uncategorized,32056,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,1797
radvd,,http://www.litech.org/radvd,http://www.litech.org/radvd,c,uncategorized,,,address | undefined | memory,2,Yes,Yes,No,make,2,make | autoconf | automake | libtool | bison | flex | pkg-config | libbsd-dev,0,,,
rdkit,rdkit/rdkit,https://github.com/rdkit/rdkit.git,https://github.com/rdkit/rdkit,c++,uncategorized,1462932,,address | undefined | memory,0,Yes,Yes,No,cmake,2,,0,,,3345
realm-core,realm/realm-core,https://github.com/realm/realm-core,https://github.com/realm/realm-core,,uncategorized,345568,,,0,No,No,No,,0,,0,,,1049
redis-rs,redis-rs/redis-rs,https://github.com/redis-rs/redis-rs,https://github.com/redis-rs/redis-rs,rust,database,41777,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,4175
reflections,ronmamo/reflections,https://github.com/ronmamo/reflections.git,https://github.com/ronmamo/reflections,jvm,uncategorized,5485,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,make | autoconf | automake | libtool | openjdk-17-jdk,0,,,4776
reload4j,qos-ch/reload4j,https://github.com/qos-ch/reload4j.git,https://reload4j.qos.ch,jvm,uncategorized,42352,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,167
rfc3967,python-hyper/rfc3986,https://github.com/python-hyper/rfc3986,https://github.com/python-hyper/rfc3986,python,uncategorized,3571,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,189
roaring-bitmap,RoaringBitmap/RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap,https://github.com/RoaringBitmap/RoaringBitmap,jvm,uncategorized,79704,libfuzzer,address,1,Yes,Yes,No,,2,,0,,,3839
rocksdb,facebook/rocksdb,https://github.com/facebook/rocksdb,https://github.com/facebook/rocksdb,c++,compression | database,644538,afl | honggfuzz | libfuzzer,address,0,Yes,Yes,No,make,2,make | autoconf | automake | libtool | gettext | pkg-config | build-essential | zlib1g-dev | libbz2-dev | cmake | ninja-build | liblzma-dev,0,,,31643
roughtime,cloudflare/roughtime,https://github.com/cloudflare/roughtime.git,https://developers.cloudflare.com/time-services/roughtime,go,uncategorized,1786,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,168
rust-brotli,dropbox/rust-brotli,https://github.com/dropbox/rust-brotli,https://github.com/dropbox/rust-brotli,rust,compression,104210,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,914
rust-coreutils,uutils/coreutils,https://github.com/uutils/coreutils,https://crates.io/crates/coreutils,rust,uncategorized,167162,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,22929
rust-lexical,Alexhuszagh/rust-lexical,https://github.com/Alexhuszagh/rust-lexical,https://github.com/Alexhuszagh/rust-lexical,rust,uncategorized,59928,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,353
rust-regex,rust-lang/regex,https://github.com/rust-lang/regex,https://github.com/rust-lang/regex,rust,uncategorized,118181,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,3920
rust-semver-parser,steveklabnik/semver-parser,https://github.com/steveklabnik/semver-parser.git,https://github.com/steveklabnik/semver-parser,rust,uncategorized,2226,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,36
rxjava,ReactiveX/RxJava,https://github.com/ReactiveX/RxJava.git,https://reactivex.io/,jvm,uncategorized,350323,libfuzzer,address,0,Yes,Yes,No,maven/gradle,2,,0,,,48480
s2geometry,google/s2geometry,https://github.com/google/s2geometry,https://github.com/google/s2geometry,c++,uncategorized,125816,afl | honggfuzz | libfuzzer,address | undefined | memory,1,Yes,Yes,No,cmake,2,,0,,,2611
s2opc,,https://gitlab.com/systerel/S2OPC,https://s2opc.com/,c++,uncategorized,,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,cmake,2,make | cmake | git,0,,,
sacremoses,alvations/sacremoses,https://github.com/alvations/sacremoses,https://github.com/alvations/sacremoses,python,uncategorized,3683,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,128
scorecard-web,ossf/scorecard-webapp,https://github.com/ossf/scorecard-webapp,https://github.com/ossf/scorecard-webapp,go,uncategorized,5998,libfuzzer,address,0,Yes,Yes,No,,2,,0,,,28
serde-yaml,dtolnay/serde-yaml,https://github.com/dtolnay/serde-yaml,https://github.com/dtolnay/serde-yaml,rust,uncategorized,8123,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,1013
serde_json,serde-rs/json,https://github.com/serde-rs/json,https://github.com/serde-rs/json,rust,virtualization,14750,libfuzzer,address,0,Yes,Yes,No,cargo,2,make | autoconf | automake | libtool | cmake | python | llvm-dev | libclang-dev | clang,0,,,5519
serde_urlencoded,nox/serde_urlencoded,https://github.com/nox/serde_urlencoded,https://github.com/nox/serde_urlencoded,rust,uncategorized,967,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,261
servo-core,Netflix/servo,https://github.com/Netflix/servo.git,https://github.com/Netflix/servo,jvm,uncategorized,16952,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,1423
shaderc,google/shaderc,https://github.com/google/shaderc.git,https://github.com/google/shaderc,c++,uncategorized,21812,,address,0,Yes,Yes,No,cmake,2,build-essential | make | cmake | ninja-build,0,,,2115
simdjson,simdjson/simdjson,https://github.com/simdjson/simdjson.git,https://simdjson.org/,c++,data-parsing,297065,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,,2,ninja-build,0,,,23454
simdutf,simdutf/simdutf,https://github.com/simdutf/simdutf,https://simdutf.github.io/simdutf,c++,uncategorized,140242,afl | honggfuzz | libfuzzer | centipede,address | undefined | memory,0,Yes,Yes,No,,2,make | cmake,0,,,1711
skcms,,https://skia.googlesource.com/skcms.git,https://skia.googlesource.com/skcms/+/master,c++,uncategorized,,,address | memory | undefined,10,Yes,Yes,No,,2,,0,,,
sketches-core,DataSketches/sketches-core,https://github.com/DataSketches/sketches-core,https://github.com/DataSketches/sketches-core,jvm,uncategorized,129486,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,951
slf4j-api,qos-ch/slf4j,https://github.com/qos-ch/slf4j.git,https://www.slf4j.org/,jvm,uncategorized,21302,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,,0,,,2491
smart_open,RaRe-Technologies/smart_open,https://github.com/RaRe-Technologies/smart_open,https://github.com/RaRe-Technologies/smart_open,python,uncategorized,9423,libfuzzer,address | undefined,0,Yes,Yes,No,pip,2,,0,,,3436
snort3,snort3/snort3,https://github.com/snort3/snort3.git,https://www.snort.org/snort3,c++,uncategorized,377250,,,0,No,No,No,,0,,0,,,3279
sound-open-firmware,thesofproject/sof,https://github.com/thesofproject/sof,https://thesofproject.github.io,c,uncategorized,356973,libfuzzer,address | undefined,4,Yes,Yes,No,,2,,0,,,660
soupsieve,facelessuser/soupsieve,https://github.com/facelessuser/soupsieve,https://github.com/facelessuser/soupsieve,python,uncategorized,7688,libfuzzer,address | undefined,0,Yes,Yes,No,,2,,0,,,266
spatial4j,locationtech/spatial4j,https://github.com/locationtech/spatial4j,https://github.com/locationtech/spatial4j,jvm,uncategorized,12469,libfuzzer,address,1,Yes,Yes,No,maven/gradle,2,,0,,,957
spdm-rs,ccc-spdm-tools/spdm-rs,https://github.com/ccc-spdm-tools/spdm-rs.git,https://github.com/ccc-spdm-tools/spdm-rs,rust,uncategorized,105640,libfuzzer,address,0,Yes,Yes,No,cargo,2,,0,,,52
spice-usbredir,,https://gitlab.freedesktop.org/spice/usbredir.git,https://www.spice-space.org/usbredir.html,c++,uncategorized,,afl | honggfuzz | libfuzzer,address | undefined,0,Yes,Yes,No,,2,libtool | libusb-1.0-0-dev | pkg-config | libglib2.0-dev,0,,,
spicy,zeek/spicy,https://github.com/zeek/spicy,https://docs.zeek.org/projects/spicy/en/latest/,c++,crypto | compression,86576,libfuzzer,address,0,Yes,Yes,No,,2,ca-certificates | gnupg2 | less | spicy | build | and | test | dependencies. | git | ninja-build | bison | flex | libfl-dev | zlib1g-dev | libssl-dev | locales-all | doc | python3 | python3-pip | python3-sphinx | python3-sphinx-rtd-theme | python3-setuptools | python3-wheel | doxygen,0,,,288
spidermonkey,,https://hg.mozilla.org/mozilla-central/,https://developer.mozilla.org/en-US/docs/Mozilla/Projects/SpiderMonkey,c++,web-runtime,,none,address,4,Yes,Yes,No,cargo,2,autoconf2.13 | libc++1 | libc++abi1 | yasm | python | patchelf | libxml2 | llvm-dev,0,,,
spidermonkey-ufi,,https://hg.mozilla.org/mozilla-central/,https://searchfox.org/mozilla-central/source/js/src/fuzz-tests/README,c++,web-runtime,,libfuzzer,address,3,Yes,Yes,Yes,cargo,3,autoconf2.13 | python | libc++1 | libc++abi1 | llvm-dev,0,,,
spirv-cross,KhronosGroup/SPIRV-Cross,https://github.com/KhronosGroup/SPIRV-Cross.git,https://github.com/KhronosGroup/SPIRV-Cross,c++,uncategorized,191461,,address,1,Yes,Yes,No,cmake,2,build-essential | autoconf | automake | libtool | pkg-config | make | cmake,0,,,2393
spirv-tools,KhronosGroup/SPIRV-Tools,https://github.com/KhronosGroup/SPIRV-Tools.git,https://github.com/KhronosGroup/SPIRV-Tools,c++,uncategorized,517156,afl | honggfuzz | libfuzzer,address | memory | undefined,0,Yes,Yes,No,cmake,2,make | autoconf | automake | libtool | ninja-build,0,,,1289
spotify-json,spotify/spotify-json,https://github.com/spotify/spotify-json,https://github.com/spotify/spotify-json,c++,uncategorized,8826,afl | honggfuzz | libfuzzer,,1,Yes,No,No,cmake,1,libboost-dev | libboost-test-dev | libboost-system-dev | libboost-chrono-dev,0,,,208
spring-amqp,spring-projects/spring-amqp,https://github.com/spring-projects/spring-amqp.git,https://github.com/spring-projects/spring-amqp.git,jvm,web-framework,89399,libfuzzer,address,6,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,854
spring-cloud-commons,spring-cloud/spring-cloud-commons,https://github.com/spring-cloud/spring-cloud-commons.git,https://github.com/spring-cloud/spring-cloud-commons,jvm,web-framework,40793,libfuzzer,address,4,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,747
spring-cloud-netflix,spring-cloud/spring-cloud-netflix,https://github.com/spring-cloud/spring-cloud-netflix.git,https://cloud.spring.io/spring-cloud-netflix/reference/html/,jvm,web-framework,14633,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,,0,,,4962
spring-cloud-sleuth-brave,spring-cloud/spring-cloud-sleuth,https://github.com/spring-cloud/spring-cloud-sleuth,https://spring.io/projects/spring-cloud-sleuth,jvm,web-framework,72944,libfuzzer,address,4,Yes,Yes,No,,2,openjdk-17-jdk,0,,,1790
spring-cloud-stream,spring-projects/spring-data-mongodb,https://github.com/spring-projects/spring-data-mongodb.git,https://github.com/spring-projects/spring-data-mongodb,jvm,web-framework,193106,libfuzzer,address,7,Yes,Yes,No,,2,openjdk-17-jdk,0,,,1675
spring-data-jpa,spring-projects/spring-data-jpa,https://github.com/spring-projects/spring-data-jpa.git,https://github.com/spring-projects/spring-data-jpa.git,jvm,web-framework,68933,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,3245
spring-data-keyvalue,spring-projects/spring-data-keyvalue,https://github.com/spring-projects/spring-data-keyvalue.git,https://docs.spring.io/spring-data/keyvalue/docs/current/reference/html/,jvm,web-framework,8459,libfuzzer,address,10,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,157
spring-data-mongodb,spring-projects/spring-data-mongodb,https://github.com/spring-projects/spring-data-mongodb.git,https://github.com/spring-projects/spring-data-mongodb,jvm,web-framework,193106,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,1675
spring-data-redis,spring-projects/spring-boot,https://github.com/spring-projects/spring-boot.git,https://github.com/spring-projects/spring-boot,jvm,database | web-framework,605771,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,openjdk-17-jdk,0,,,80263
spring-framework,spring-projects/spring-framework,https://github.com/spring-projects/spring-framework.git,https://github.com/spring-projects/spring-framework,jvm,web-framework,1107501,libfuzzer,address,2,Yes,Yes,No,maven/gradle,2,,0,,,59775
